#=============================================================================#
#            dieharder version 3.31.1 Copyright 2003 Robert G. Brown          #
#=============================================================================#
   rng_name    |           filename             |rands/second|
     file_input|                   rngtofile.txt|  5.13e+06  |
#=============================================================================#
        test_name   |ntup| tsamples |psamples|  p-value |Assessment
      rgb_lagged_sum|  20|   1000000|     100|0.47597265|  PASSED  
      rgb_lagged_sum|  21|   1000000|     100|0.00554365|  PASSED  
      rgb_lagged_sum|  22|   1000000|     100|0.00194408|   WEAK   
      rgb_lagged_sum|  23|   1000000|     100|0.00134527|   WEAK   
      rgb_lagged_sum|  24|   1000000|     100|0.00000000|  FAILED  
      rgb_lagged_sum|  25|   1000000|     100|0.02577093|  PASSED  
      rgb_lagged_sum|  26|   1000000|     100|0.28685177|  PASSED  
      rgb_lagged_sum|  27|   1000000|     100|0.00057069|   WEAK   
      rgb_lagged_sum|  28|   1000000|     100|0.59717545|  PASSED  
      rgb_lagged_sum|  29|   1000000|     100|0.00019034|   WEAK   
      rgb_lagged_sum|  30|   1000000|     100|0.42986140|  PASSED  
      rgb_lagged_sum|  31|   1000000|     100|0.01067166|  PASSED  
      rgb_lagged_sum|  32|   1000000|     100|0.53400457|  PASSED  
     rgb_kstest_test|   0|     10000|    1000|0.63384716|  PASSED  
     dab_bytedistrib|   0|  51200000|       1|0.78363105|  PASSED  
             dab_dct| 256|     50000|       1|0.54276830|  PASSED  
Preparing to run test 207.  ntuple = 0
        dab_filltree|  32|  15000000|       1|0.72765804|  PASSED  
        dab_filltree|  32|  15000000|       1|0.47762650|  PASSED  
Preparing to run test 208.  ntuple = 0
       dab_filltree2|   0|   5000000|       1|0.32324300|  PASSED  
       dab_filltree2|   1|   5000000|       1|0.53108498|  PASSED  
Preparing to run test 209.  ntuple = 0
        dab_monobit2|  12|  65000000|       1|0.30264849|  PASSED  
