#=============================================================================#
#            dieharder version 3.31.1 Copyright 2003 Robert G. Brown          #
#=============================================================================#
   rng_name    |           filename             |rands/second|
     file_input|                   rngtofile.txt|  6.31e+06  |
#=============================================================================#
        test_name   |ntup| tsamples |psamples|  p-value |Assessment
      rgb_lagged_sum|  13|   1000000|     100|0.02264466|  PASSED  
      rgb_lagged_sum|  14|   1000000|     100|0.01051578|  PASSED  
      rgb_lagged_sum|  15|   1000000|     100|0.01609871|  PASSED  
      rgb_lagged_sum|  16|   1000000|     100|0.93265643|  PASSED  
      rgb_lagged_sum|  17|   1000000|     100|0.02913903|  PASSED  
      rgb_lagged_sum|  18|   1000000|     100|0.64463362|  PASSED  
      rgb_lagged_sum|  19|   1000000|     100|0.00000000|  FAILED  
      rgb_lagged_sum|  20|   1000000|     100|0.86610700|  PASSED  
      rgb_lagged_sum|  21|   1000000|     100|0.01105397|  PASSED  
      rgb_lagged_sum|  22|   1000000|     100|0.74152665|  PASSED  
      rgb_lagged_sum|  23|   1000000|     100|0.00000605|   WEAK   
      rgb_lagged_sum|  24|   1000000|     100|0.00000000|  FAILED  
      rgb_lagged_sum|  25|   1000000|     100|0.39817433|  PASSED  
      rgb_lagged_sum|  26|   1000000|     100|0.56981818|  PASSED  
      rgb_lagged_sum|  27|   1000000|     100|0.16444842|  PASSED  
      rgb_lagged_sum|  28|   1000000|     100|0.30151560|  PASSED  
      rgb_lagged_sum|  29|   1000000|     100|0.00000000|  FAILED  
      rgb_lagged_sum|  30|   1000000|     100|0.89207979|  PASSED  
      rgb_lagged_sum|  31|   1000000|     100|0.00047428|   WEAK   
      rgb_lagged_sum|  32|   1000000|     100|0.85607690|  PASSED  
     rgb_kstest_test|   0|     10000|    1000|0.82266873|  PASSED  
     dab_bytedistrib|   0|  51200000|       1|0.98353708|  PASSED  
             dab_dct| 256|     50000|       1|0.91333286|  PASSED  
Preparing to run test 207.  ntuple = 0
        dab_filltree|  32|  15000000|       1|0.25889060|  PASSED  
        dab_filltree|  32|  15000000|       1|0.05989316|  PASSED  
Preparing to run test 208.  ntuple = 0
       dab_filltree2|   0|   5000000|       1|0.00017169|   WEAK   
       dab_filltree2|   1|   5000000|       1|0.89117272|  PASSED  
Preparing to run test 209.  ntuple = 0
        dab_monobit2|  12|  65000000|       1|0.55275074|  PASSED  
